time,paid_in,best_net,best_gross,bitcoin
2022-01-19 00:00:00+00:00,2300.0,16499.570421643253,17544.36046790379,14725.654063865482
2022-01-20 00:00:00+00:00,2300.0,16499.570421643253,17544.36046790379,14379.569463935462
2022-01-21 00:00:00+00:00,2300.0,16499.570421643253,17544.36046790379,12882.402748111133
2022-01-22 00:00:00+00:00,2300.0,16499.570421643253,17544.36046790379,12396.770870879127
2022-01-23 00:00:00+00:00,2300.0,16499.570421643253,17544.36046790379,12811.439675613994
2022-01-24 00:00:00+00:00,2300.0,16499.570421643253,17544.36046790379,12958.413403170833
2022-01-25 00:00:00+00:00,2300.0,16499.570421643253,17544.36046790379,13063.737505143205
2022-01-26 00:00:00+00:00,2300.0,16499.570421643253,17544.36046790379,13011.077221517859
2022-01-27 00:00:00+00:00,2300.0,16499.570421643253,17544.36046790379,13135.061119251957
2022-01-28 00:00:00+00:00,2300.0,16499.570421643253,17544.36046790379,13331.754241994331
2022-01-29 00:00:00+00:00,2300.0,16499.570421643253,17544.36046790379,13490.915689912306
2022-01-30 00:00:00+00:00,2300.0,16499.570421643253,17544.36046790379,13390.147844188634
2022-01-31 00:00:00+00:00,2300.0,16499.570421643253,17544.36046790379,13596.978548716315
2022-02-01 00:00:00+00:00,2400.0,16599.570421643253,17644.36046790379,13777.46062670433
2022-02-02 00:00:00+00:00,2400.0,16599.570421643253,17644.36046790379,13137.043681388397
2022-02-03 00:00:00+00:00,2400.0,16599.570421643253,17644.36046790379,13284.894509727466
2022-02-04 00:00:00+00:00,2400.0,16599.570421643253,17644.36046790379,14802.618422818987
2022-02-05 00:00:00+00:00,2400.0,16599.570421643253,17644.36046790379,14734.377387877466
2022-02-06 00:00:00+00:00,2400.0,16599.570421643253,17644.36046790379,15089.81754420336
2022-02-07 00:00:00+00:00,2400.0,16599.570421643253,17644.36046790379,15609.340965386029
2022-02-08 00:00:00+00:00,2400.0,16599.570421643253,17644.36046790379,15681.619636434389
2022-02-09 00:00:00+00:00,2400.0,16599.570421643253,17644.36046790379,15799.020849265797
2022-02-10 00:00:00+00:00,2400.0,16599.570421643253,17644.36046790379,15486.663053515527
2022-02-11 00:00:00+00:00,2400.0,16599.570421643253,17644.36046790379,15087.275328876833
2022-02-12 00:00:00+00:00,2400.0,16599.570421643253,17644.36046790379,15031.780975824628
2022-02-13 00:00:00+00:00,2400.0,16599.570421643253,17644.36046790379,14973.313583840141
2022-02-14 00:00:00+00:00,2400.0,16599.570421643253,17644.36046790379,15145.03061572784
2022-02-15 00:00:00+00:00,2400.0,16599.570421643253,17644.36046790379,15860.311738104538
2022-02-16 00:00:00+00:00,2400.0,16599.570421643253,17644.36046790379,15621.293650051513
2022-02-17 00:00:00+00:00,2400.0,16599.570421643253,17644.36046790379,14425.718978295632
2022-02-18 00:00:00+00:00,2400.0,16599.570421643253,17644.36046790379,14233.00196602157
2022-02-19 00:00:00+00:00,2400.0,16599.570421643253,17644.36046790379,14270.29135133632
2022-02-20 00:00:00+00:00,2400.0,16599.570421643253,17644.36046790379,13667.750713692392
2022-02-21 00:00:00+00:00,2400.0,16599.570421643253,17644.36046790379,13176.850358350006
2022-02-22 00:00:00+00:00,2400.0,16599.570421643253,17644.36046790379,13612.00712384347
2022-02-23 00:00:00+00:00,2400.0,16599.570421643253,17644.36046790379,13262.961671616242
2022-02-24 00:00:00+00:00,2400.0,16599.570421643253,17644.36046790379,13646.501496509307
2022-02-25 00:00:00+00:00,2400.0,16599.570421643253,17644.36046790379,13964.08614393933
2022-02-26 00:00:00+00:00,2400.0,16599.570421643253,17644.36046790379,13927.608558476748
2022-02-27 00:00:00+00:00,2400.0,16599.570421643253,17644.36046790379,13422.850637236814
2022-02-28 00:00:00+00:00,2400.0,16599.570421643253,17644.36046790379,15367.22878052803
2022-03-01 00:00:00+00:00,2500.0,16699.570421643253,17744.36046790379,15916.282277701383
2022-03-02 00:00:00+00:00,2500.0,16699.570421643253,17744.36046790379,15726.86907790206
2022-03-03 00:00:00+00:00,2500.0,16699.570421643253,17744.36046790379,15211.28207365401
2022-03-04 00:00:00+00:00,2500.0,16699.570421643253,17744.36046790379,14026.977671493283
2022-03-05 00:00:00+00:00,2500.0,16699.570421643253,17744.36046790379,14116.301942962684
2022-03-06 00:00:00+00:00,2500.0,16699.570421643253,17744.36046790379,13766.188778637272
2022-03-07 00:00:00+00:00,2500.0,16699.570421643253,17744.36046790379,13611.112814198157
2022-03-08 00:00:00+00:00,2500.0,16699.570421643253,17744.36046790379,13877.197385884161
2022-03-09 00:00:00+00:00,2500.0,16699.570421643253,17744.36046790379,15027.728399241418
2022-03-10 00:00:00+00:00,2500.0,16699.570421643253,17744.36046790379,14124.915482818778
2022-03-11 00:00:00+00:00,2500.0,16699.570421643253,17744.36046790379,13876.817587537762
2022-03-12 00:00:00+00:00,2500.0,16699.570421643253,17744.36046790379,13904.68976995896
